"","genus_species","species","genus","family","order","publications","citations","journals","years_publishing","x","y"
"237","Aotus lemurinus","lemurinus","Aotus","Aotidae","Primates",93,1954,47,38,-75.6655818262285,5.82804376390897
"238","Aotus miconax","miconax","Aotus","Aotidae","Primates",6,87,6,27,-77.3303341433938,-7.00965460497083
"239","Aotus nancymaae","nancymaae","Aotus","Aotidae","Primates",154,3007,65,34,-74.3338761436677,-3.66884015003935
"240","Aotus nigriceps","nigriceps","Aotus","Aotidae","Primates",21,343,17,19,-74.0010696843112,-8.01661983285383
"241","Aotus trivirgatus","trivirgatus","Aotus","Aotidae","Primates",1077,48828,315,88,-70.0037109764734,-12.0074234947157
"242","Aotus vociferans","vociferans","Aotus","Aotidae","Primates",59,993,25,37,-75.2865863807313,-1.57591423504754
"243","Aotus zonalis","zonalis","Aotus","Aotidae","Primates",2,13,2,68,-78.601177177998,8.20479936850145
"244","Aplodontia rufa","rufa","Aplodontia","Aplodontiidae","Rodentia",71,864,46,67,-122.317426440023,46.7989492870885
"245","Apodemus agrarius","agrarius","Apodemus","Muridae","Rodentia",752,11931,330,77,27.5115540253308,57.6527234370312
"246","Apodemus alpicola","alpicola","Apodemus","Muridae","Rodentia",20,536,15,31,8.6986213694558,46.3664073364138
"247","Apodemus argenteus","argenteus","Apodemus","Muridae","Rodentia",125,2328,73,56,138.606073766648,36.2246062138255
"248","Apodemus chevrieri","chevrieri","Apodemus","Muridae","Rodentia",64,512,32,26,103.662171376545,29.6851343618565
"249","Apodemus draco","draco","Apodemus","Muridae","Rodentia",41,538,24,32,98.3295593589489,26.3489800433742
"250","Apodemus epimelas","epimelas","Apodemus","Muridae","Rodentia",9,111,7,18,21,40.0293112728954
"251","Apodemus flavicollis","flavicollis","Apodemus","Muridae","Rodentia",856,15983,359,78,15.8056719005539,57.838918373353
"252","Apodemus gurkha","gurkha","Apodemus","Muridae","Rodentia",6,364,5,22,83,29
"253","Apodemus hyrcanicus","hyrcanicus","Apodemus","Muridae","Rodentia",11,169,10,21,50.9999999999983,37.0065771188693
"254","Apodemus latronum","latronum","Apodemus","Muridae","Rodentia",12,225,9,18,101.507350003602,29.5448786151842
"255","Apodemus mystacinus","mystacinus","Apodemus","Muridae","Rodentia",54,906,38,62,35,32.0218257326875
"256","Apodemus pallipes","pallipes","Apodemus","Muridae","Rodentia",1,3,1,4,73.6737580503653,34.8236860795572
"257","Apodemus peninsulae","peninsulae","Apodemus","Muridae","Rodentia",177,2268,92,47,128.206459065341,36.6507104502922
"258","Apodemus ponticus","ponticus","Apodemus","Muridae","Rodentia",14,244,11,24,45,37
"259","Apodemus rusiges","rusiges","Apodemus","Muridae","Rodentia",0,0,0,NA,75.0000000000006,34.0235600163588
"260","Apodemus semotus","semotus","Apodemus","Muridae","Rodentia",27,573,20,32,121.000000000001,24.0155502468952
"261","Apodemus speciosus","speciosus","Apodemus","Muridae","Rodentia",240,4290,118,88,138.684512458886,37.0592747942963
"262","Apodemus sylvaticus","sylvaticus","Apodemus","Muridae","Rodentia",1268,27403,468,91,1.6221558285776,52.0809371821365
"263","Apodemus uralensis","uralensis","Apodemus","Muridae","Rodentia",94,769,60,25,34.1431513665506,48.8533792029354
"264","Apodemus witherbyi","witherbyi","Apodemus","Muridae","Rodentia",17,68,17,15,49.639196593815,32.704285790027
"265","Apomys abrae","abrae","Apomys","Muridae","Rodentia",0,0,0,NA,120.999999999999,18.0113479632782
"266","Apomys aurorae","aurorae","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"267","Apomys banahao","banahao","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"268","Apomys brownorum","brownorum","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"269","Apomys camiguinensis","camiguinensis","Apomys","Muridae","Rodentia",0,0,0,NA,125,9
"270","Apomys datae","datae","Apomys","Muridae","Rodentia",1,4,1,7,121.66918313862,18.3437860757943
"271","Apomys gracilirostris","gracilirostris","Apomys","Muridae","Rodentia",0,0,0,NA,121,13
"272","Apomys hylocetes","hylocetes","Apomys","Muridae","Rodentia",0,0,0,NA,125,9
"273","Apomys insignis","insignis","Apomys","Muridae","Rodentia",0,0,0,NA,124.601192601724,9.82087039663802
"274","Apomys iridensis","iridensis","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"275","Apomys littoralis","littoralis","Apomys","Muridae","Rodentia",0,0,0,NA,124.500160023218,9.00968694716326
"276","Apomys lubangensis","lubangensis","Apomys","Muridae","Rodentia",0,0,0,NA,121,13
"277","Apomys magnus","magnus","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"278","Apomys microdon","microdon","Apomys","Muridae","Rodentia",4,88,4,31,122,16.0401227087211
"279","Apomys minganensis","minganensis","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"280","Apomys musculus","musculus","Apomys","Muridae","Rodentia",1,68,1,31,121.664432045265,15.7052365050871
"281","Apomys sacobianus","sacobianus","Apomys","Muridae","Rodentia",1,8,1,8,121,15
"282","Apomys sierrae","sierrae","Apomys","Muridae","Rodentia",0,0,0,NA,122.335859340225,17.6770183483974
"283","Apomys zambalensis","zambalensis","Apomys","Muridae","Rodentia",0,0,0,NA,121,15
"284","Aproteles bulmerae","bulmerae","Aproteles","Pteropodidae","Chiroptera",1,3,1,29,145,-7
"285","Arabitragus jayakari","jayakari","Arabitragus","Bovidae","Artiodactyla",5,10,5,4,NA,NA
"286","Arborimus albipes","albipes","Arborimus","Cricetidae","Rodentia",5,25,3,39,-123.848511733311,43.6870377144124
"287","Arborimus longicaudus","longicaudus","Arborimus","Cricetidae","Rodentia",31,369,17,38,-123.000000000001,44.0337356125885
"288","Arborimus pomo","pomo","Arborimus","Cricetidae","Rodentia",5,47,4,21,-123.673146845679,40.3601663684517
"289","Archaeolemur edwardsi","edwardsi","Archaeolemur","Indriidae","Primates",4,153,3,31,NA,NA
"290","Archaeolemur majori","majori","Archaeolemur","Indriidae","Primates",1,17,1,14,NA,NA
"291","Archboldomys luzonensis","luzonensis","Archboldomys","Muridae","Rodentia",1,68,1,31,123,13
"292","Archboldomys maximus","maximus","Archboldomys","Muridae","Rodentia",1,24,1,10,121,17
"293","Arctictis binturong","binturong","Arctictis","Viverridae","Carnivora",61,572,41,144,101.499847536451,1.00106754317189
"294","Arctocebus aureus","aureus","Arctocebus","Lorisidae","Primates",1,16,1,15,NA,NA
"295","Arctocebus calabarensis","calabarensis","Arctocebus","Lorisidae","Primates",9,137,8,56,12.3338761436677,3.66884015003933
"296","Arctocephalus australis","australis","Arctocephalus","Otariidae","Carnivora",207,2838,120,66,-70.202530385613,-53.4549081954562
"297","Arctocephalus forsteri","forsteri","Arctocephalus","Otariidae","Carnivora",199,3845,84,51,172.421032733316,-41.6868128423384
"298","Arctocephalus galapagoensis","galapagoensis","Arctocephalus","Otariidae","Carnivora",39,1370,29,41,-91,-0.429277192999648
"299","Arctocephalus gazella","gazella","Arctocephalus","Otariidae","Carnivora",460,15177,143,70,-62.7971252722769,-64.4108196598471
"300","Arctocephalus philippii","philippii","Arctocephalus","Otariidae","Carnivora",30,326,20,42,-79.9999999999999,-33.0056680518071
"301","Arctocephalus pusillus","pusillus","Arctocephalus","Otariidae","Carnivora",332,7064,131,67,145.821767848819,-40.2662514742987
"302","Arctocephalus townsendi","townsendi","Arctocephalus","Otariidae","Carnivora",43,604,17,29,-119.243531146131,34.3770482959461
"303","Arctocephalus tropicalis","tropicalis","Arctocephalus","Otariidae","Carnivora",151,3439,67,53,139.248462059427,-36.4203266252914
"304","Arctodus simus","simus","Arctodus","Ursidae","Carnivora",34,1145,26,40,-81.6707799124402,28.350381789568
"305","Arctogalidia trivirgata","trivirgata","Arctogalidia","Viverridae","Carnivora",10,94,9,26,101.666666666667,0.667193790477101
"306","Arctonyx collaris","collaris","Arctonyx","Mustelidae","Carnivora",42,336,27,54,99.4043924328099,14.6383452636613
"307","Ardops nichollsi","nichollsi","Ardops","Phyllostomidae","Chiroptera",20,684,11,26,-61.807324653085,16.2336750868048
"308","Arielulus aureocollaris","aureocollaris","Arielulus","Vespertilionidae","Chiroptera",0,0,0,NA,105.000000000002,19.0030052338497
"309","Arielulus circumdatus","circumdatus","Arielulus","Vespertilionidae","Chiroptera",2,9,2,21,109.000000000001,14.0087077749105
"310","Arielulus cuprosus","cuprosus","Arielulus","Vespertilionidae","Chiroptera",0,0,0,NA,110,1.00015234351658
"311","Arielulus societatis","societatis","Arielulus","Vespertilionidae","Chiroptera",1,6,1,7,NA,NA
"312","Arielulus torquatus","torquatus","Arielulus","Vespertilionidae","Chiroptera",2,35,2,23,121,23
"313","Ariteus flavescens","flavescens","Ariteus","Phyllostomidae","Chiroptera",1,13,1,33,-77.6691831386199,18.3437860757942
"314","Artibeus amplus","amplus","Artibeus","Phyllostomidae","Chiroptera",11,162,9,20,-73.7261703133789,6.30182581394886
"315","Artibeus concolor","concolor","Artibeus","Phyllostomidae","Chiroptera",7,192,6,18,-56.273620952121,3.73317453164573
"316","Artibeus fimbriatus","fimbriatus","Artibeus","Phyllostomidae","Chiroptera",23,555,20,26,-44.3972746785437,-22.2510299335428
"317","Artibeus fraterculus","fraterculus","Artibeus","Phyllostomidae","Chiroptera",7,132,6,18,-78.8087803884871,-5.95290189919015
"318","Artibeus hirsutus","hirsutus","Artibeus","Phyllostomidae","Chiroptera",7,194,7,55,-104.317167125102,22.4965171006214
"319","Artibeus inopinatus","inopinatus","Artibeus","Phyllostomidae","Chiroptera",2,54,2,18,-88.3352708004469,13.674591886274
"320","Artibeus jamaicensis","jamaicensis","Artibeus","Phyllostomidae","Chiroptera",244,5807,123,67,-90.8544946512468,16.7690520229669
"321","Artibeus lituratus","lituratus","Artibeus","Phyllostomidae","Chiroptera",282,3668,141,59,-73.6674817139632,6.33676233294076
"322","Artibeus obscurus","obscurus","Artibeus","Phyllostomidae","Chiroptera",24,490,21,26,-73.8137077208823,4.36088687247509
"323","Artibeus planirostris","planirostris","Artibeus","Phyllostomidae","Chiroptera",106,1920,65,44,-73.2854498445862,4.92310015733884
"324","Arvicanthis abyssinicus","abyssinicus","Arvicanthis","Muridae","Rodentia",21,178,16,65,38.598821666078,7.80472273169228
"325","Arvicanthis ansorgei","ansorgei","Arvicanthis","Muridae","Rodentia",38,968,29,20,-11.5032718529195,13.5069903411877
"326","Arvicanthis blicki","blicki","Arvicanthis","Muridae","Rodentia",16,338,14,46,39,7
"327","Arvicanthis nairobae","nairobae","Arvicanthis","Muridae","Rodentia",4,110,4,24,36.9997563115107,-2.20525559427736
"328","Arvicanthis neumanni","neumanni","Arvicanthis","Muridae","Rodentia",9,120,7,19,35.9984716284954,-5.00535080170166
"329","Arvicanthis niloticus","niloticus","Arvicanthis","Muridae","Rodentia",308,5039,153,60,2.14447518340725,9.59205044136306
"330","Arvicanthis rufinus","rufinus","Arvicanthis","Muridae","Rodentia",3,25,3,14,2.99600476275845,8.5125650878488
"331","Arvicola amphibius","amphibius","Arvicola","Cricetidae","Rodentia",97,568,68,110,15.6532616664512,58.6148223809087
"332","Arvicola sapidus","sapidus","Arvicola","Cricetidae","Rodentia",62,889,47,49,1.64213509108676,46.4083991434214
"333","Arvicola scherman","scherman","Arvicola","Cricetidae","Rodentia",20,218,18,70,1.65858110153286,45.6999199893706
"334","Asellia arabica","arabica","Asellia","Hipposideridae","Chiroptera",0,0,0,NA,53,17
"335","Asellia patrizii","patrizii","Asellia","Hipposideridae","Chiroptera",3,45,3,48,43,17
"336","Asellia tridens","tridens","Asellia","Hipposideridae","Chiroptera",27,271,21,65,-2.98908978289098,32.0218257326875
"337","Aselliscus stoliczkanus","stoliczkanus","Aselliscus","Hipposideridae","Chiroptera",23,353,17,37,103.612348761065,20.4392594341739
"338","Aselliscus tricuspidatus","tricuspidatus","Aselliscus","Hipposideridae","Chiroptera",3,86,3,50,152.333876143667,-3.66884015003934
"339","Atelerix albiventris","albiventris","Atelerix","Erinaceidae","Eulipotyphla",184,1621,88,47,-0.371129503931376,10.6092740078204
"340","Atelerix algirus","algirus","Atelerix","Erinaceidae","Eulipotyphla",37,478,31,24,-2.16627747583502,34.7209505107126
"341","Atelerix frontalis","frontalis","Atelerix","Erinaceidae","Eulipotyphla",11,214,10,33,25.0000000000001,-29.004837986278
"342","Atelerix sclateri","sclateri","Atelerix","Erinaceidae","Eulipotyphla",0,0,0,NA,NA,NA
"343","Ateles belzebuth","belzebuth","Ateles","Atelidae","Primates",123,3048,52,51,-74.0741178499191,3.33083586954719
"344","Ateles chamek","chamek","Ateles","Atelidae","Primates",53,1018,33,29,-58.9929229620072,-11.0228667197044
"345","Ateles fusciceps","fusciceps","Ateles","Atelidae","Primates",47,530,31,68,-77.0000000000001,8.50407973031957
"346","Ateles geoffroyi","geoffroyi","Ateles","Atelidae","Primates",361,8734,144,96,-91.1438723883831,18.1091810841398
"347","Ateles hybridus","hybridus","Ateles","Atelidae","Primates",25,398,19,22,-72.7996391698679,7.61275345515169
"348","Ateles marginatus","marginatus","Ateles","Atelidae","Primates",5,65,4,17,-55.2218554437374,-7.70058968616478
"349","Ateles paniscus","paniscus","Ateles","Atelidae","Primates",108,4216,62,53,-55.8569435038043,3.8595190945675
"350","Atelocynus microtis","microtis","Atelocynus","Canidae","Carnivora",11,216,11,17,-73.748742367461,-1.25141286349928
"351","Atherurus africanus","africanus","Atherurus","Hystricidae","Rodentia",31,579,24,64,24.5984875836556,0.500125162453426
"352","Atherurus macrourus","macrourus","Atherurus","Hystricidae","Rodentia",17,68,13,46,103.993293376318,21.0234802841859
"353","Atilax paludinosus","paludinosus","Atilax","Herpestidae","Carnivora",27,684,23,50,35.3558375026656,-1.36075122600872
"354","Atlantoxerus getulus","getulus","Atlantoxerus","Sciuridae","Rodentia",23,351,20,72,-8.9585151075936,30.5995743706555
"355","Auliscomys boliviensis","boliviensis","Auliscomys","Cricetidae","Rodentia",2,16,2,19,-68.9889850545194,-17.5170244212528
"356","Auliscomys pictus","pictus","Auliscomys","Cricetidae","Rodentia",0,0,0,NA,-73.5468188209654,-13.3252787639158
"357","Auliscomys sublimis","sublimis","Auliscomys","Cricetidae","Rodentia",4,43,4,20,-69.1815077767651,-16.6204015641473
"358","Avahi betsileo","betsileo","Avahi","Indriidae","Primates",0,0,0,NA,NA,NA
"359","Avahi cleesei","cleesei","Avahi","Indriidae","Primates",0,0,0,NA,45,-19
"360","Avahi laniger","laniger","Avahi","Indriidae","Primates",38,1076,17,39,47.9872428966162,-20.0894072894844
"361","Avahi meridionalis","meridionalis","Avahi","Indriidae","Primates",5,52,4,14,47,-25
"362","Avahi mooreorum","mooreorum","Avahi","Indriidae","Primates",1,9,1,5,50,-15.0023386074297
"363","Avahi occidentalis","occidentalis","Avahi","Indriidae","Primates",20,364,14,32,47,-17
"364","Avahi peyrierasi","peyrierasi","Avahi","Indriidae","Primates",2,37,2,11,47,-21
"365","Avahi ramanantsoavanai","ramanantsoavanai","Avahi","Indriidae","Primates",0,0,0,NA,47,-23
"366","Avahi unicolor","unicolor","Avahi","Indriidae","Primates",1,19,1,17,47.9999999999999,-13.0020149689629
"367","Axis axis","axis","Axis","Cervidae","Artiodactyla",324,5277,191,82,77.8744689051642,10.8087364048982
"368","Axis calamianensis","calamianensis","Axis","Cervidae","Artiodactyla",0,0,0,NA,121,11.0016965084064
"369","Axis kuhlii","kuhlii","Axis","Cervidae","Artiodactyla",5,32,4,6,113,-5
"370","Axis porcinus","porcinus","Axis","Cervidae","Artiodactyla",76,1387,62,46,146.986358145071,-38.0272909449611
"371","Babyrousa babyrussa","babyrussa","Babyrousa","Suidae","Artiodactyla",58,913,35,33,121,-3.00412081225846
"372","Babyrousa celebensis","celebensis","Babyrousa","Suidae","Artiodactyla",10,28,6,12,123,1.00015234351658
"373","Babyrousa togeanensis","togeanensis","Babyrousa","Suidae","Artiodactyla",1,2,1,5,NA,NA
"374","Baiomys musculus","musculus","Baiomys","Cricetidae","Rodentia",12,191,12,42,-96.1193327360633,17.2353690314177
"375","Baiomys taylori","taylori","Baiomys","Cricetidae","Rodentia",37,570,24,55,-98.9156274926827,31.1358441678823
"376","Baiyankamys habbema","habbema","Baiyankamys","Muridae","Rodentia",0,0,0,NA,NA,NA
"377","Baiyankamys shawmayeri","shawmayeri","Baiyankamys","Muridae","Rodentia",1,3,1,54,143.999999999999,-5.00076357997971
"378","Balaena mysticetus","mysticetus","Balaena","Balaenidae","Artiodactyla",509,14200,179,109,10.821788211191,79.7141667497312
"379","Balaenoptera acutorostrata","acutorostrata","Balaenoptera","Balaenopteridae","Artiodactyla",832,17880,296,65,19.4428315250924,70.798535531808
"380","Balaenoptera bonaerensis","bonaerensis","Balaenoptera","Balaenopteridae","Artiodactyla",108,1822,62,29,71.1157634099269,-64.9953691820903
"381","Balaenoptera borealis","borealis","Balaenoptera","Balaenopteridae","Artiodactyla",183,3015,113,119,-70.5924294445978,41.8305484005436
"382","Balaenoptera edeni","edeni","Balaenoptera","Balaenopteridae","Artiodactyla",156,2299,92,42,-15.9907165582006,28.0185711887021
"383","Balaenoptera musculus","musculus","Balaenoptera","Balaenopteridae","Artiodactyla",482,14264,185,153,-120.475727985123,35.6582129166281
"384","Balaenoptera omurai","omurai","Balaenoptera","Balaenopteridae","Artiodactyla",22,221,19,16,166.336475820515,-21.679559546359
"385","Balaenoptera physalus","physalus","Balaenoptera","Balaenopteridae","Artiodactyla",742,21014,273,85,4.73733623727064,42.1738011987415
"386","Balantiopteryx infusca","infusca","Balantiopteryx","Emballonuridae","Chiroptera",3,22,2,22,-77,3
"387","Balantiopteryx io","io","Balantiopteryx","Emballonuridae","Chiroptera",4,28,3,20,-93.0122105655897,17.0118309020794
"388","Balantiopteryx plicata","plicata","Balantiopteryx","Emballonuridae","Chiroptera",17,329,11,46,-103.637535684368,21.0996601453767
"389","Balionycteris maculata","maculata","Balionycteris","Pteropodidae","Chiroptera",5,103,5,25,113.670826052416,2.33890585678866
"390","Bandicota bengalensis","bengalensis","Bandicota","Muridae","Rodentia",208,1418,118,74,90.9999999999997,27.0044471007293
"391","Bandicota indica","indica","Bandicota","Muridae","Rodentia",136,1928,90,55,77,11.015284448967
"392","Bandicota savilei","savilei","Bandicota","Muridae","Rodentia",27,476,20,29,97.0000000000003,20.0127119247471
"393","Barbastella barbastellus","barbastellus","Barbastella","Vespertilionidae","Chiroptera",152,2660,79,74,10.9093510680572,52.065879745307
"394","Barbastella beijingensis","beijingensis","Barbastella","Vespertilionidae","Chiroptera",0,0,0,NA,NA,NA
"395","Barbastella leucomelas","leucomelas","Barbastella","Vespertilionidae","Chiroptera",8,134,7,25,121.000000000001,24.0155502468952
"396","Bassaricyon alleni","alleni","Bassaricyon","Procyonidae","Carnivora",4,71,4,122,-77.0003502977181,-2.71678605449326
"397","Bassaricyon gabbii","gabbii","Bassaricyon","Procyonidae","Carnivora",8,249,6,29,-82.2573775376364,10.0114512423601
"398","Bassaricyon medius","medius","Bassaricyon","Procyonidae","Carnivora",0,0,0,NA,-77,4.00244214969978
"399","Bassaricyon neblina","neblina","Bassaricyon","Procyonidae","Carnivora",2,15,2,9,-76.3341493783027,5.66996720456175
"400","Bassariscus astutus","astutus","Bassariscus","Procyonidae","Carnivora",114,2441,70,124,-99.94501987136,25.4396516226934
"401","Bassariscus sumichrasti","sumichrasti","Bassariscus","Procyonidae","Carnivora",2,52,2,49,-93.4920333198519,16.9170074368424
"402","Bathyergus janetta","janetta","Bathyergus","Bathyergidae","Rodentia",8,139,7,27,17,-30.0201656123624
"403","Bathyergus suillus","suillus","Bathyergus","Bathyergidae","Rodentia",54,807,36,54,19.8210280513522,-32.6693025556415
